S1	S2	Pdb	Substance
93	6684	ADAM19	SRC
94	6271	ADAM2	SET
94	94	ADAM2	ADAM2
94	88	ADAM2	ADAM10
94	91	ADAM2	ADAM15
94	92	ADAM2	ADAM17
94	1119	ADAM2	CD9
95	6271	ADAM22	SET
95	95	ADAM22	ADAM22
95	96	ADAM22	ADAM23
95	14474	ADAM22	POTASSIUM
95	89	ADAM22	ADAM11
95	5831	ADAM22	REST
96	89	ADAM23	ADAM11
96	95	ADAM23	ADAM22
96	96	ADAM23	ADAM23
96	9737	ADAM23	NEUROBLASTOMA
96	6271	ADAM23	SET
96	6622	ADAM23	SP1
97	97	ADAM28	ADAM28
97	1625	ADAM28	CTGF
97	6271	ADAM28	SET
99	88	ADAM9	ADAM10
99	91	ADAM9	ADAM15
99	99	ADAM9	ADAM9
99	6271	ADAM9	SET
99	2026	ADAM9	ECD
99	2068	ADAM9	EGF
99	95	ADAM9	ADAM22
99	92	ADAM9	ADAM17
99	5973	ADAM9	RPE
99	353	ADAM9	APP
99	228	ADAM9	ALK
99	1772	ADAM9	DDR1
99	2069	ADAM9	EGFR
100	6271	ADAMTS1	SET
100	100	ADAMTS1	ADAMTS1
100	172	ADAMTS1	AHR
100	2545	ADAMTS1	FURIN
100	2437	ADAMTS1	FGF4
100	102	ADAMTS1	ADAMTS4
100	3147	ADAMTS1	HR
100	103	ADAMTS1	ADAMTS5
100	7038	ADAMTS1	TGFB1
100	7408	ADAMTS1	TTR
100	7610	ADAMTS1	VCAN
100	14518	ADAMTS1	PROGESTERONE
101	101	ADAMTS13	ADAMTS13
101	7672	ADAMTS13	VWF
101	6271	ADAMTS13	SET
101	12519	ADAMTS13	ACETAMINOPHEN
101	2545	ADAMTS13	FURIN
101	4120	ADAMTS13	MET
101	102	ADAMTS13	ADAMTS4
101	103	ADAMTS13	ADAMTS5
101	3147	ADAMTS13	HR
102	6271	ADAMTS4	SET
102	102	ADAMTS4	ADAMTS4
102	2474	ADAMTS4	FLI1
102	103	ADAMTS4	ADAMTS5
102	100	ADAMTS4	ADAMTS1
102	3147	ADAMTS4	HR
102	7610	ADAMTS4	VCAN
102	1260	ADAMTS4	CER1
102	2503	ADAMTS4	FOXA2
102	1448	ADAMTS4	COL10A1
102	2180	ADAMTS4	EPAS1
102	4188	ADAMTS4	MMP13
102	7618	ADAMTS4	VEGFA
102	1642	ADAMTS4	CTSB
102	6705	ADAMTS4	SRPX2
103	103	ADAMTS5	ADAMTS5
103	4187	ADAMTS5	MMP12
103	4197	ADAMTS5	MMP3
103	102	ADAMTS5	ADAMTS4
103	6271	ADAMTS5	SET
103	7038	ADAMTS5	TGFB1
103	7408	ADAMTS5	TTR
103	7610	ADAMTS5	VCAN
103	100	ADAMTS5	ADAMTS1
103	3469	ADAMTS5	IVD
103	2246	ADAMTS5	ESR1
104	6271	ADAP1	SET
104	370	ADAP1	ARF6
104	3602	ADAP1	KIF13B
104	7939	ADAP1	MAPK
104	3893	ADAP1	LY96
104	4038	ADAP1	MBP
104	6762	ADAP1	STAT6
104	5719	ADAP1	RAN
105	4500	ADAP2	NF1
105	6271	ADAP2	SET
105	3481	ADAP2	JAZF1
105	6590	ADAP2	SOCS2
106	106	ADAR	ADAR
106	7006	ADAR	TES
106	6271	ADAR	SET
106	9737	ADAR	NEUROBLASTOMA
106	4892	ADAR	PC
107	898	ADCY1	CAMP
107	2865	ADCY1	GRK1
107	107	ADCY1	ADCY1
107	109	ADCY1	ADCY5
107	110	ADCY1	ADCY6
107	1276	ADCY1	CFTR
107	7629	ADCY1	VIP
107	13008	ADCY1	CITALOPRAM
107	13917	ADCY1	LITHIUM
107	797	ADCY1	C2
108	2304	ADCY10	F5
108	5826	ADCY10	REN
108	4889	ADCY10	PBX1
108	6079	ADCY10	RUNX2
108	108	ADCY10	ADCY10
108	898	ADCY10	CAMP
108	600	ADCY10	BAX
108	4531	ADCY10	NGF
108	5232	ADCY10	POLE
108	6271	ADCY10	SET
109	6271	ADCY5	SET
109	898	ADCY5	CAMP
109	5866	ADCY5	RGS2
109	7940	ADCY5	AKT
109	13037	ADCY5	CLOZAPINE
109	13636	ADCY5	HALOPERIDOL
109	107	ADCY5	ADCY1
109	109	ADCY5	ADCY5
109	110	ADCY5	ADCY6
109	5869	ADCY5	RGS4
109	5831	ADCY5	REST
109	552	ADCY5	AVP
109	13606	ADCY5	GLUCAGON
110	898	ADCY6	CAMP
110	360	ADCY6	AQP2
110	110	ADCY6	ADCY6
110	3147	ADCY6	HR
110	797	ADCY6	C2
110	7948	ADCY6	HEPATOCYTES
110	13507	ADCY6	FLUORIDE
110	13606	ADCY6	GLUCAGON
110	14957	ADCY6	THYROID
110	6271	ADCY6	SET
110	7036	ADCY6	TG
110	9737	ADCY6	NEUROBLASTOMA
110	107	ADCY6	ADCY1
110	109	ADCY6	ADCY5
111	6271	ADCY7	SET
111	898	ADCY7	CAMP
111	111	ADCY7	ADCY7
111	5205	ADCY7	PMP22
111	259	ADCY7	ANG
111	797	ADCY7	C2
112	6271	ADCY8	SET
112	112	ADCY8	ADCY8
112	898	ADCY8	CAMP
112	5068	ADCY8	PICALM
112	5831	ADCY8	REST
112	11264	ADCY8	NARCOLEPSY
112	14415	ADCY8	PENTOXIFYLLINE
112	15151	ADCY8	VERAPAMIL
112	797	ADCY8	C2
112	3097	ADCY8	HNF4A
112	5796	ADCY8	RBPJ
113	114	ADCYAP1	ADCYAP1R1
113	113	ADCYAP1	ADCYAP1
113	7629	ADCYAP1	VIP
113	2645	ADCYAP1	GC
113	5831	ADCYAP1	REST
113	6271	ADCYAP1	SET
113	14518	ADCYAP1	PROGESTERONE
113	10132	ADCYAP1	PHEOCHROMOCYTOMA
113	1549	ADCYAP1	CRH
113	898	ADCYAP1	CAMP
113	2694	ADCYAP1	GHRH
114	6271	ADCYAP1R1	SET
114	898	ADCYAP1R1	CAMP
114	114	ADCYAP1R1	ADCYAP1R1
114	7629	ADCYAP1R1	VIP
114	7944	ADCYAP1R1	INTERLEUKIN
115	115	ADD1	ADD1
115	6271	ADD1	SET
115	824	ADD1	C6
115	2558	ADD1	FYN
115	846	ADD1	CA3
115	1593	ADD1	CSK
115	4120	ADD1	MET
115	7629	ADD1	VIP
115	4010	ADD1	MARCKS
115	1814	ADD1	DGAT1
115	3384	ADD1	INSIG2
115	14957	ADD1	THYROID
115	6687	ADD1	SREBF1
115	3832	ADD1	LPL
115	165	ADD1	AGTR2
115	2163	ADD1	EN2
116	6271	ADD2	SET
116	10071	ADD2	RETINOBLASTOMA
116	689	ADD2	BMPR2
116	6326	ADD2	SH2B3
116	6502	ADD2	SMARCA4
116	115	ADD2	ADD1
116	116	ADD2	ADD2
116	1447	ADD2	COIL
116	797	ADD2	C2
116	4010	ADD2	MARCKS
116	2645	ADD2	GC
116	5831	ADD2	REST
117	118	ADH1A	ADH1C
117	218	ADH1A	ALDH2
117	4892	ADH1A	PC
117	13393	ADH1A	ESTROGEN
117	14518	ADH1A	PROGESTERONE
117	7948	ADH1A	HEPATOCYTES
117	942	ADH1A	CAT
117	689	ADH1A	BMPR2
117	6326	ADH1A	SH2B3
117	6502	ADH1A	SMARCA4
117	1746	ADH1A	DBP
117	6271	ADH1A	SET
117	2645	ADH1A	GC
117	5831	ADH1A	REST
117	117	ADH1A	ADH1A
118	118	ADH1C	ADH1C
118	2324	ADH1C	FAM175A
118	942	ADH1C	CAT
118	6271	ADH1C	SET
118	117	ADH1C	ADH1A
119	2645	ADH5	GC
119	4038	ADH5	MBP
119	6271	ADH5	SET
119	11264	ADH5	NARCOLEPSY
119	7948	ADH5	HEPATOCYTES
119	119	ADH5	ADH5
119	942	ADH5	CAT
119	2948	ADH5	HAMP
119	162	ADH5	AGT
119	1092	ADH5	CD4
119	13393	ADH5	ESTROGEN
120	120	ADH7	ADH7
120	2645	ADH7	GC
120	5831	ADH7	REST
120	2324	ADH7	FAM175A
120	118	ADH7	ADH1C
120	119	ADH7	ADH5
120	6271	ADH7	SET
120	12687	ADH7	APOMORPHINE
120	6614	ADH7	SOX2
120	4749	ADH7	OAT
120	2299	ADH7	F2
121	121	ADIPOQ	ADIPOQ
121	9729	ADIPOQ	OBESITY
121	2068	ADIPOQ	EGF
121	7939	ADIPOQ	MAPK
121	7948	ADIPOQ	HEPATOCYTES
121	7162	ADIPOQ	TNF
121	6271	ADIPOQ	SET
121	7945	ADIPOQ	IL-6
121	1567	ADIPOQ	CRTC2
121	5544	ADIPOQ	PTMS
121	122	ADIPOQ	ADIPOR2
121	2299	ADIPOQ	F2
121	14518	ADIPOQ	PROGESTERONE
121	593	ADIPOQ	BAT1
121	7118	ADIPOQ	TLR4
122	6271	ADIPOR2	SET
122	122	ADIPOR2	ADIPOR2
122	5609	ADIPOR2	PYY
122	4324	ADIPOR2	MYC
122	9729	ADIPOR2	OBESITY
122	355	ADIPOR2	APPL1
122	10222	ADIPOR2	OSTEOSARCOMA
122	14518	ADIPOR2	PROGESTERONE
122	7945	ADIPOR2	IL-6
122	3823	ADIPOR2	LOX
122	121	ADIPOR2	ADIPOQ
122	14685	ADIPOR2	ROSIGLITAZONE
122	2645	ADIPOR2	GC
122	5831	ADIPOR2	REST
123	10132	ADM	PHEOCHROMOCYTOMA
123	898	ADM	CAMP
123	2645	ADM	GC
123	5831	ADM	REST
123	552	ADM	AVP
123	123	ADM	ADM
123	7939	ADM	MAPK
123	14518	ADM	PROGESTERONE
123	9737	ADM	NEUROBLASTOMA
123	6271	ADM	SET
123	6612	ADM	SOX17
124	6271	ADORA1	SET
124	5433	ADORA1	PROC
124	6684	ADORA1	SRC
124	2068	ADORA1	EGF
124	2069	ADORA1	EGFR
124	7940	ADORA1	AKT
124	898	ADORA1	CAMP
124	7939	ADORA1	MAPK
124	14474	ADORA1	POTASSIUM
124	13672	ADORA1	HYDROCHLOROTHIAZIDE
124	5584	ADORA1	PTS
124	13393	ADORA1	ESTROGEN
124	14957	ADORA1	THYROID
124	5831	ADORA1	REST
125	14438	ADORA2A	PHENYLEPHRINE
125	125	ADORA2A	ADORA2A
125	898	ADORA2A	CAMP
125	14957	ADORA2A	THYROID
125	2645	ADORA2A	GC
125	5831	ADORA2A	REST
125	7576	ADORA2A	USP4
125	10071	ADORA2A	RETINOBLASTOMA
125	4253	ADORA2A	MSN
125	6684	ADORA2A	SRC
125	7939	ADORA2A	MAPK
126	898	ADORA2B	CAMP
126	7945	ADORA2B	IL-6
126	4317	ADORA2B	MYB
126	10132	ADORA2B	PHEOCHROMOCYTOMA
126	13242	ADORA2B	DIPYRIDAMOLE
126	126	ADORA2B	ADORA2B
127	6271	ADPRHL2	SET
127	4864	ADPRHL2	PARG
127	2645	ADPRHL2	GC
127	5831	ADPRHL2	REST
128	6271	ADRA1A	SET
128	7940	ADRA1A	AKT
128	1757	ADRA1A	DCT
128	3636	ADRA1A	KIT
128	148	ADRA1A	AFP
128	128	ADRA1A	ADRA1A
128	129	ADRA1A	ADRA1B
128	130	ADRA1A	ADRA1D
128	14957	ADRA1A	THYROID
128	3201	ADRA1A	HTRA1
128	363	ADRA1A	AR
128	4310	ADRA1A	MVP
128	14762	ADRA1A	SILODOSIN
128	14886	ADRA1A	TAMSULOSIN
128	14438	ADRA1A	PHENYLEPHRINE
129	6271	ADRA1B	SET
129	14438	ADRA1B	PHENYLEPHRINE
129	363	ADRA1B	AR
129	898	ADRA1B	CAMP
129	14957	ADRA1B	THYROID
129	5879	ADRA1B	RHOA
129	7939	ADRA1B	MAPK
129	2645	ADRA1B	GC
129	6622	ADRA1B	SP1
129	7940	ADRA1B	AKT
129	1757	ADRA1B	DCT
129	3636	ADRA1B	KIT
129	3201	ADRA1B	HTRA1
130	130	ADRA1D	ADRA1D
130	797	ADRA1D	C2
130	6622	ADRA1D	SP1
130	14438	ADRA1D	PHENYLEPHRINE
130	689	ADRA1D	BMPR2
130	6326	ADRA1D	SH2B3
130	6502	ADRA1D	SMARCA4
130	128	ADRA1D	ADRA1A
130	129	ADRA1D	ADRA1B
130	7940	ADRA1D	AKT
130	14957	ADRA1D	THYROID
130	3201	ADRA1D	HTRA1
130	363	ADRA1D	AR
130	2645	ADRA1D	GC
131	131	ADRA2A	ADRA2A
131	6622	ADRA2A	SP1
131	2645	ADRA2A	GC
131	14474	ADRA2A	POTASSIUM
131	898	ADRA2A	CAMP
131	14485	ADRA2A	PRAZOSIN
131	7940	ADRA2A	AKT
131	4779	ADRA2A	OPRM1
131	14890	ADRA2A	TAPENTADOL
131	13032	ADRA2A	CLONIDINE
131	4112	ADRA2A	MEN1
131	3059	ADRA2A	HK1
131	4749	ADRA2A	OAT
131	7628	ADRA2A	VIM
131	7944	ADRA2A	INTERLEUKIN
131	363	ADRA2A	AR
131	942	ADRA2A	CAT
131	5831	ADRA2A	REST
131	11264	ADRA2A	NARCOLEPSY
131	14518	ADRA2A	PROGESTERONE
132	132	ADRA2C	ADRA2C
132	2645	ADRA2C	GC
132	7945	ADRA2C	IL-6
132	14485	ADRA2C	PRAZOSIN
132	898	ADRA2C	CAMP
132	13032	ADRA2C	CLONIDINE
132	7940	ADRA2C	AKT
132	50	ADRA2C	ACE2
132	259	ADRA2C	ANG
132	131	ADRA2C	ADRA2A
132	2447	ADRA2C	FGFR4
132	3201	ADRA2C	HTRA1
132	363	ADRA2C	AR
132	942	ADRA2C	CAT
132	4597	ADRA2C	NOS1
132	4600	ADRA2C	NOS3
133	363	ADRB1	AR
133	898	ADRB1	CAMP
133	6732	ADRB1	SSTR5
133	12727	ADRB1	ATENOLOL
133	13032	ADRB1	CLONIDINE
133	14945	ADRB1	THEOPHYLLINE
133	7940	ADRB1	AKT
133	2349	ADRB1	FAS
133	4112	ADRB1	MEN1
133	3201	ADRB1	HTRA1
133	133	ADRB1	ADRB1
133	511	ADRB1	ATP5A1
134	6271	ADRB2	SET
134	134	ADRB2	ADRB2
134	9729	ADRB2	OBESITY
134	2346	ADRB2	FAP
134	363	ADRB2	AR
134	898	ADRB2	CAMP
134	4120	ADRB2	MET
134	1684	ADRB2	CXCR4
134	14518	ADRB2	PROGESTERONE
134	2304	ADRB2	F5
134	7940	ADRB2	AKT
134	7939	ADRB2	MAPK
134	6022	ADRB2	RPS14
134	2299	ADRB2	F2
134	3201	ADRB2	HTRA1
135	6271	ADRB3	SET
135	135	ADRB3	ADRB3
135	5237	ADRB3	POLL
135	898	ADRB3	CAMP
135	363	ADRB3	AR
135	9729	ADRB3	OBESITY
135	5672	ADRB3	RAC1
135	7940	ADRB3	AKT
135	2304	ADRB3	F5
135	7939	ADRB3	MAPK
135	4612	ADRB3	NPAS2
135	1276	ADRB3	CFTR
136	6271	ADRBK1	SET
136	898	ADRBK1	CAMP
136	4067	ADRBK1	MDM2
136	7939	ADRBK1	MAPK
136	2867	ADRBK1	GRK5
136	2868	ADRBK1	GRK6
136	2645	ADRBK1	GC
136	1046	ADRBK1	CCR2
136	1048	ADRBK1	CCR4
136	1049	ADRBK1	CCR5
136	3826	ADRBK1	LPA
136	5706	ADRBK1	RALA
136	2703	ADRBK1	GIT1
136	14474	ADRBK1	POTASSIUM
136	6126	ADRBK1	SAG
136	6524	ADRBK1	SMO
136	1684	ADRBK1	CXCR4
137	6271	ADRBK2	SET
137	13393	ADRBK2	ESTROGEN
137	2703	ADRBK2	GIT1
137	898	ADRBK2	CAMP
137	1549	ADRBK2	CRH
137	2867	ADRBK2	GRK5
137	5831	ADRBK2	REST
137	14347	ADRBK2	OXYCODONE
137	7939	ADRBK2	MAPK
137	5519	ADRBK2	PTCH1
138	138	ADRM1	ADRM1
138	2700	ADRM1	GIPC1
138	5814	ADRM1	RECK
138	4599	ADRM1	NOS2
138	7251	ADRM1	TP63
138	13007	ADRM1	CISPLATIN
138	501	ADRM1	ATM
138	4288	ADRM1	MTOR
138	11944	ADRM1	ATAXIA-TELANGIECTASIA
138	7948	ADRM1	HEPATOCYTES
139	5590	ADSS	PURA
139	139	ADSS	ADSS
139	6410	ADSS	SLA
139	6271	ADSS	SET
140	6271	ADSSL1	SET
140	140	ADSSL1	ADSSL1
140	2645	ADSSL1	GC
140	5831	ADSSL1	REST
140	228	ADSSL1	ALK
140	1772	ADSSL1	DDR1
140	2069	ADSSL1	EGFR
140	1192	ADSSL1	CDK5
141	141	AEBP1	AEBP1
141	12847	AEBP1	BLEOMYCIN
141	5521	AEBP1	PTEN
141	9729	AEBP1	OBESITY
141	13393	AEBP1	ESTROGEN
141	7939	AEBP1	MAPK
141	2645	AEBP1	GC
141	5831	AEBP1	REST
141	6271	AEBP1	SET
141	3218	AEBP1	ID2
141	3219	AEBP1	ID3
142	3218	AEBP2	ID2
142	6614	AEBP2	SOX2
142	6271	AEBP2	SET
142	142	AEBP2	AEBP2
142	3127	AEBP2	HOXA9
142	2291	AEBP2	EZH2
142	2645	AEBP2	GC
142	5831	AEBP2	REST
142	5368	AEBP2	PRC1
142	501	AEBP2	ATM
142	534	AEBP2	ATR
143	6271	AES	SET
143	143	AES	AES
143	5381	AES	PREP
144	6271	AFAP1	SET
144	3826	AFAP1	LPA
144	6684	AFAP1	SRC
145	6271	AFAP1L2	SET
145	14957	AFAP1L2	THYROID
145	6684	AFAP1L2	SRC
145	7940	AFAP1L2	AKT
145	6032	AFAP1L2	RPS3A
145	2069	AFAP1L2	EGFR
146	6271	AFF1	SET
146	4892	AFF1	PC
146	1092	AFF1	CD4
146	4168	AFF1	MLL
146	5379	AFF1	PREB
147	6271	AFF4	SET
147	147	AFF4	AFF4
147	4168	AFF4	MLL
147	1201	AFF4	CDK9
147	5379	AFF4	PREB
147	1092	AFF4	CD4
147	6077	AFF4	RUNX1
147	7944	AFF4	INTERLEUKIN
147	501	AFF4	ATM
147	534	AFF4	ATR
147	4888	AFF4	PBRM1
147	6273	AFF4	SETD2
147	7625	AFF4	VHL
148	148	AFP	AFP
148	7944	AFP	INTERLEUKIN
148	2806	AFP	GPC3
148	12847	AFP	BLEOMYCIN
148	13007	AFP	CISPLATIN
148	942	AFP	CAT
148	2645	AFP	GC
148	5831	AFP	REST
148	3074	AFP	HLA-DRB1
148	6271	AFP	SET
149	6271	AFTPH	SET
149	6684	AFTPH	SRC
150	150	AGA	AGA
150	1447	AGA	COIL
150	6271	AGA	SET
151	6271	AGAP1	SET
151	43	AGAP1	ACAP1
151	151	AGAP1	AGAP1
151	366	AGAP1	ARF1
151	370	AGAP1	ARF6
151	152	AGAP1	AGAP2
151	2645	AGAP1	GC
151	5831	AGAP1	REST
151	3823	AGAP1	LOX
152	152	AGAP2	AGAP2
152	366	AGAP2	ARF1
152	370	AGAP2	ARF6
152	7940	AGAP2	AKT
152	2558	AGAP2	FYN
152	7540	AGAP2	UNC5C
152	1192	AGAP2	CDK5
152	151	AGAP2	AGAP1
152	4531	AGAP2	NGF
152	5059	AGAP2	PI3
152	2645	AGAP2	GC
152	5831	AGAP2	REST
152	1191	AGAP2	CDK4
152	5084	AGAP2	PIK3CA
152	5421	AGAP2	PRL
152	6760	AGAP2	STAT5A
152	6271	AGAP2	SET
152	5465	AGAP2	PSD
153	3086	AGER	HMGB1
153	5702	AGER	RAGE
153	6271	AGER	SET
153	153	AGER	AGER
153	2069	AGER	EGFR
153	6113	AGER	S100B
153	1235	AGER	CEL
153	846	AGER	CA3
153	4890	AGER	PBX2
154	6271	AGFG1	SET
154	3964	AGFG1	MAP3K14
154	7162	AGFG1	TNF
154	2211	AGFG1	EPS15
154	7596	AGFG1	VAMP7
154	4488	AGFG1	NES
155	6271	AGFG2	SET
155	2211	AGFG2	EPS15
155	4724	AGFG2	NUMB
155	6684	AGFG2	SRC
156	6271	AGGF1	SET
156	156	AGGF1	AGGF1
156	2631	AGGF1	GATA1
157	157	AGL	AGL
157	2166	AGL	ENG
157	5831	AGL	REST
157	6271	AGL	SET
157	228	AGL	ALK
157	1772	AGL	DDR1
157	2069	AGL	EGFR
157	898	AGL	CAMP
157	169	AGL	AHCY
157	2777	AGL	GNMT
158	1484	AGPS	COPE
158	4120	AGPS	MET
158	6271	AGPS	SET
158	14017	AGPS	MEFLOQUINE
158	2645	AGPS	GC
158	5831	AGPS	REST
158	10544	AGPS	ADRENOLEUKODYSTROPHY
158	158	AGPS	AGPS
159	159	AGR2	AGR2
159	160	AGR2	AGR3
159	2502	AGR2	FOXA1
159	6271	AGR2	SET
159	365	AGR2	AREG
159	2068	AGR2	EGF
159	2069	AGR2	EGFR
159	13393	AGR2	ESTROGEN
159	2678	AGR2	GFI1
159	6609	AGR2	SOX10
159	3147	AGR2	HR
159	6100	AGR2	S100A10
159	7006	AGR2	TES
160	160	AGR3	AGR3
160	6271	AGR3	SET
161	5109	AGRP	PIR
161	161	AGRP	AGRP
161	898	AGRP	CAMP
161	4639	AGRP	NPY
161	2694	AGRP	GHRH
161	5261	AGRP	POMC
161	13393	AGRP	ESTROGEN
161	9729	AGRP	OBESITY
161	14474	AGRP	POTASSIUM
161	2291	AGRP	EZH2
161	4040	AGRP	MC1R
161	469	AGRP	ASIP
162	162	AGT	AGT
162	167	AGT	AGXT
162	2645	AGT	GC
162	5831	AGT	REST
162	12816	AGT	BETAINE
162	898	AGT	CAMP
162	6622	AGT	SP1
162	13606	AGT	GLUCAGON
162	6271	AGT	SET
162	942	AGT	CAT
162	7006	AGT	TES
163	6271	AGTPBP1	SET
163	4892	AGTPBP1	PC
163	5821	AGTPBP1	RELA
163	2645	AGTPBP1	GC
163	5831	AGTPBP1	REST
164	259	AGTR1	ANG
164	1549	AGTR1	CRH
164	7940	AGTR1	AKT
164	164	AGTR1	AGTR1
164	6271	AGTR1	SET
164	9729	AGTR1	OBESITY
164	3009	AGTR1	HEY2
164	4597	AGTR1	NOS1
164	4600	AGTR1	NOS3
164	3809	AGTR1	LMO2
164	2876	AGTR1	GRN
164	13937	AGTR1	LOSARTAN
164	7939	AGTR1	MAPK
164	13393	AGTR1	ESTROGEN
164	7705	AGTR1	WISP1
164	7710	AGTR1	WNT1
164	12957	AGTR1	CELECOXIB
164	6622	AGTR1	SP1
164	162	AGTR1	AGT
165	6271	AGTR2	SET
165	13937	AGTR2	LOSARTAN
165	14633	AGTR2	RESERPINE
165	165	AGTR2	AGTR2
165	334	AGTR2	APIP
165	164	AGTR2	AGTR1
165	259	AGTR2	ANG
165	2645	AGTR2	GC
165	5831	AGTR2	REST
165	12906	AGTR2	CANDESARTAN
165	10132	AGTR2	PHEOCHROMOCYTOMA
166	6271	AGTRAP	SET
166	5706	AGTRAP	RALA
166	5707	AGTRAP	RALB
166	13937	AGTRAP	LOSARTAN
166	14438	AGTRAP	PHENYLEPHRINE
166	689	AGTRAP	BMPR2
166	6326	AGTRAP	SH2B3
166	6502	AGTRAP	SMARCA4
166	166	AGTRAP	AGTRAP
166	259	AGTRAP	ANG
166	7036	AGTRAP	TG
166	2066	AGTRAP	EFS
166	13668	AGTRAP	HYDRALAZINE
166	14568	AGTRAP	QUINAPRIL
166	7118	AGTRAP	TLR4
166	4892	AGTRAP	PC
167	6271	AGXT	SET
167	162	AGXT	AGT
167	167	AGXT	AGXT
167	2645	AGXT	GC
167	5831	AGXT	REST
167	12816	AGXT	BETAINE
167	898	AGXT	CAMP
167	6622	AGXT	SP1
167	13606	AGXT	GLUCAGON
167	14557	AGXT	PYRIDOXINE
168	6271	AGXT2L2	SET
168	2645	AGXT2L2	GC
168	5831	AGXT2L2	REST
169	2645	AHCY	GC
169	4038	AHCY	MBP
169	6271	AHCY	SET
170	6271	AHCYL1	SET
171	171	AHNAK	AHNAK
171	908	AHNAK	CAPN3
171	2007	AHNAK	DYSF
171	6100	AHNAK	S100A10
171	6259	AHNAK	SERPINC1
171	824	AHNAK	C6
171	6109	AHNAK	S100A6
171	6113	AHNAK	S100B
171	7922	AHNAK	BLOOD-BRAIN
171	9729	AHNAK	OBESITY
171	2068	AHNAK	EGF
171	6271	AHNAK	SET
172	433	AHR	ARNT
172	942	AHR	CAT
172	4324	AHR	MYC
172	172	AHR	AHR
172	898	AHR	CAMP
172	6622	AHR	SP1
172	2308	AHR	F9
172	6271	AHR	SET
172	1708	AHR	CYP1A2
172	10071	AHR	RETINOBLASTOMA
172	4472	AHR	NEDD8
172	13393	AHR	ESTROGEN
172	14957	AHR	THYROID
172	2890	AHR	GSTM1
172	7948	AHR	HEPATOCYTES
172	5822	AHR	RELB
172	7944	AHR	INTERLEUKIN
173	7944	AHRR	INTERLEUKIN
173	172	AHRR	AHR
173	173	AHRR	AHRR
173	433	AHRR	ARNT
173	4488	AHRR	NES
173	5261	AHRR	POMC
173	270	AHRR	ANKRA2
173	2982	AHRR	HDAC4
173	2983	AHRR	HDAC5
173	6271	AHRR	SET
173	334	AHRR	APIP
173	936	AHRR	CASP7
173	939	AHRR	CASP9
173	5032	AHRR	PGR
173	14518	AHRR	PROGESTERONE
173	5521	AHRR	PTEN
173	7940	AHRR	AKT
173	13393	AHRR	ESTROGEN
173	1708	AHRR	CYP1A2
173	942	AHRR	CAT
173	7948	AHRR	HEPATOCYTES
173	5831	AHRR	REST
173	5048	AHRR	PHIP
174	6271	AHSA1	SET
174	2645	AHSA1	GC
174	5831	AHSA1	REST
174	2652	AHSA1	GCH1
174	6684	AHSA1	SRC
175	6271	AHSA2	SET
175	7708	AHSA2	WNK1
176	6271	AHSG	SET
176	176	AHSG	AHSG
176	2645	AHSG	GC
176	5831	AHSG	REST
176	5700	AHSG	RAG1
176	349	AHSG	APOE
176	4154	AHSG	MITF
176	240	AHSG	AMBP
176	7948	AHSG	HEPATOCYTES
176	360	AHSG	AQP2
177	177	AHSP	AHSP
177	9275	AHSP	BETA-THALASSEMIA
177	14518	AHSP	PROGESTERONE
177	1458	AHSP	COL2A1
177	4096	AHSP	MED31
177	6621	AHSP	SOX9
177	6360	AHSP	SHH
177	6271	AHSP	SET
178	6271	AICDA	SET
178	178	AICDA	AICDA
178	3413	AICDA	IRF4
178	598	AICDA	BATF
178	7944	AICDA	INTERLEUKIN
178	1204	AICDA	CDKN1A
178	4911	AICDA	PCNA
178	4488	AICDA	NES
178	4200	AICDA	MMP9
178	7252	AICDA	TP73
178	1093	AICDA	CD40
178	4892	AICDA	PC
178	5368	AICDA	PRC1
178	325	AICDA	APC
178	5280	AICDA	POU5F1
178	4035	AICDA	MBD4
179	6271	AIF1	SET
180	180	AIFM1	AIFM1
180	600	AIFM1	BAX
180	13048	AIFM1	COLCHICINE
180	1711	AIFM1	CYP2E1
180	7948	AIFM1	HEPATOCYTES
180	4864	AIFM1	PARG
180	2299	AIFM1	F2
180	2645	AIFM1	GC
180	5831	AIFM1	REST
180	2103	AIFM1	EIF3G
180	7732	AIFM1	XIAP
181	182	AIMP1	AIMP2
181	2645	AIMP1	GC
181	3184	AIMP1	HSPD1
181	5186	AIMP1	PLP1
181	181	AIMP1	AIMP1
181	4331	AIMP1	MYD88
181	7118	AIMP1	TLR4
181	7944	AIMP1	INTERLEUKIN
181	4245	AIMP1	MSC
181	5831	AIMP1	REST
181	3491	AIMP1	JUN
181	7939	AIMP1	MAPK
181	6498	AIMP1	SMAD7
181	6531	AIMP1	SMURF2
181	7053	AIMP1	TH
181	6271	AIMP1	SET
181	824	AIMP1	C6
182	182	AIMP2	AIMP2
182	7277	AIMP2	TRAF2
182	6271	AIMP2	SET
182	4245	AIMP2	MSC
182	5521	AIMP2	PTEN
182	7940	AIMP2	AKT
182	2396	AIMP2	FCER2
182	3667	AIMP2	KLK2
182	2210	AIMP2	EPRS
182	5209	AIMP2	PMS2
182	4	AIMP2	AARS
183	172	AIP	AHR
183	183	AIP	AIP
183	4112	AIP	MEN1
183	10107	AIP	ACROMEGALY
183	4941	AIP	PDE4A
183	7265	AIP	TPR
183	5179	AIP	PLK1
183	173	AIP	AHRR
183	1708	AIP	CYP1A2
183	7948	AIP	HEPATOCYTES
